"FullGeoName","Year","County","Activity","Reported.human.cases","Neuroinvasive.disease.cases","Identified.by.Blood.Donor.Screening"
"NJ, Essex",2013,34013,"Human infections and non-human activity",1,1,0
"NJ, Gloucester",2013,34015,"Human infections and non-human activity",1,1,0
"NJ, Hudson",2013,34017,"Non-human activity",0,0,0
"NJ, Hunterdon",2013,34019,"Non-human activity",0,0,0
"NJ, Mercer",2013,34021,"Non-human activity",0,0,0
"NJ, Middlesex",2013,34023,"Non-human activity",0,0,0
"NJ, Monmouth",2013,34025,"Non-human activity",0,0,0
"NJ, Morris",2013,34027,"Human infections and non-human activity",1,1,0
"NJ, Ocean",2013,34029,"Human infections and non-human activity",1,1,0
"NJ, Passaic",2013,34031,"Non-human activity",0,0,0
"NJ, Somerset",2013,34035,"Non-human activity",0,0,0
"NJ, Sussex",2013,34037,"Non-human activity",0,0,0
"NJ, Union",2013,34039,"Non-human activity",0,0,0
"NJ, Warren",2013,34041,"Non-human activity",0,0,0
"NM, Bernalillo",2013,35001,"Human infections and non-human activity",6,6,0
"NM, Chaves",2013,35005,"Human infections",5,2,0
"NM, Curry",2013,35009,"Human infections and non-human activity",5,3,0
"NM, De Baca",2013,35011,"Human infections",1,0,0
"NM, Dona Ana",2013,35013,"Human infections",2,1,1
"NM, Eddy",2013,35015,"Non-human activity",0,0,0
"NM, Lea",2013,35025,"Human infections and non-human activity",5,4,0
"NM, Luna",2013,35029,"Human infections",2,0,1
"NM, Otero",2013,35035,"Non-human activity",0,0,0
"NM, Quay",2013,35037,"Human infections",1,0,0
"NM, Roosevelt",2013,35041,"Human infections",3,2,0
"NM, San Juan",2013,35045,"Human infections and non-human activity",5,4,0
"NM, Union",2013,35059,"Human infections",1,0,0
"NM, Valencia",2013,35061,"Human infections and non-human activity",2,2,0
"NY, Albany",2013,36001,"Human infections",1,0,0
"NY, Allegany",2013,36003,"Non-human activity",0,0,0
"NY, Bronx",2013,36005,"Human infections and non-human activity",1,1,0
"NY, Cattaraugus",2013,36009,"Non-human activity",0,0,0
"NY, Cayuga",2013,36011,"Human infections",1,0,0
"NY, Chautauqua",2013,36013,"Non-human activity",0,0,0
"NY, Erie",2013,36029,"Non-human activity",0,0,0
"NY, Essex",2013,36031,"Non-human activity",0,0,0
"NY, Fulton",2013,36035,"Non-human activity",0,0,0
"NY, Genesee",2013,36037,"Non-human activity",0,0,0
"NY, Jefferson",2013,36045,"Human infections",0,0,1
"NY, Kings",2013,36047,"Human infections and non-human activity",3,3,0
"NY, Madison",2013,36053,"Non-human activity",0,0,0
"NY, Monroe",2013,36055,"Human infections and non-human activity",2,0,4
"NY, Nassau",2013,36059,"Human infections and non-human activity",8,5,0
"NY, New York",2013,36061,"Non-human activity",0,0,0
"NY, Niagara",2013,36063,"Human infections and non-human activity",1,1,0
"NY, Oneida",2013,36065,"Non-human activity",0,0,0
"NY, Onondaga",2013,36067,"Non-human activity",0,0,0
"NY, Ontario",2013,36069,"Non-human activity",0,0,0
"NY, Orange",2013,36071,"Human infections",1,0,0
"NY, Oswego",2013,36075,"Human infections and non-human activity",1,1,0
"NY, Otsego",2013,36077,"Non-human activity",0,0,0
"NY, Queens",2013,36081,"Human infections and non-human activity",2,2,0
"NY, Rensselaer",2013,36083,"Human infections",0,0,2
"NY, Richmond",2013,36085,"Human infections and non-human activity",4,2,0
"NY, Rockland",2013,36087,"Non-human activity",0,0,0
"NY, Saratoga",2013,36091,"Human infections",1,0,1
"NY, Suffolk",2013,36103,"Human infections and non-human activity",4,3,1
"NY, Westchester",2013,36119,"Human infections and non-human activity",2,0,0
"NY, Yates",2013,36123,"Non-human activity",0,0,0
"NC, Alamance",2013,37001,"Non-human activity",0,0,0
"NC, Brunswick",2013,37019,"Non-human activity",0,0,0
"NC, Mecklenburg",2013,37119,"Human infections",1,1,0
"NC, Nash",2013,37127,"Human infections",1,1,0
"NC, Person",2013,37145,"Non-human activity",0,0,0
"NC, Wilson",2013,37195,"Human infections",1,1,0
"ND, Adams",2013,38001,"Human infections",1,1,1
"ND, Barnes",2013,38003,"Human infections",3,2,1
"ND, Bottineau",2013,38009,"Human infections",2,1,0
"ND, Burleigh",2013,38015,"Human infections and non-human activity",23,10,4
"ND, Cass",2013,38017,"Human infections and non-human activity",17,11,2
"ND, Dickey",2013,38021,"Human infections",3,1,0
"ND, Dunn",2013,38025,"Human infections",2,1,0
"ND, Emmons",2013,38029,"Human infections",2,1,0
"ND, Grand Forks",2013,38035,"Human infections and non-human activity",3,0,0
"ND, Grant",2013,38037,"Human infections",3,2,0
"ND, Griggs",2013,38039,"Human infections",1,0,0
"ND, La Moure",2013,38045,"Human infections",3,2,0
"ND, Logan",2013,38047,"Human infections",1,1,0
"ND, Mchenry",2013,38049,"Human infections and non-human activity",2,0,0
"ND, Mcintosh",2013,38051,"Human infections",1,0,0
"ND, Mckenzie",2013,38053,"Human infections",2,1,0
"ND, Mclean",2013,38055,"Human infections",8,5,1
"ND, Mercer",2013,38057,"Human infections",5,1,0
"ND, Morton",2013,38059,"Human infections",3,0,2
"ND, Ramsey",2013,38071,"Human infections",2,1,0
"ND, Ransom",2013,38073,"Human infections",2,1,0
"ND, Richland",2013,38077,"Human infections and non-human activity",10,8,2
"ND, Sargent",2013,38081,"Human infections",3,2,1
"ND, Stark",2013,38089,"Human infections",6,4,0
"ND, Stutsman",2013,38093,"Human infections",7,3,0
"ND, Walsh",2013,38099,"Human infections",2,1,0
"ND, Ward",2013,38101,"Human infections and non-human activity",5,3,1
"ND, Wells",2013,38103,"Human infections",2,1,0
"ND, Williams",2013,38105,"Human infections",1,0,0
"OH, Butler",2013,39017,"Human infections",1,1,0
"OH, Cuyahoga",2013,39035,"Human infections",4,4,0
"OH, Delaware",2013,39041,"Non-human activity",0,0,0
"OH, Franklin",2013,39049,"Human infections and non-human activity",2,2,0
"OH, Guernsey",2013,39059,"Non-human activity",0,0,0
"OH, Hamilton",2013,39061,"Non-human activity",0,0,0
"OH, Hancock",2013,39063,"Human infections",1,0,1
"OH, Holmes",2013,39075,"Human infections",2,2,1
"OH, Knox",2013,39083,"Human infections and non-human activity",1,1,0
"OH, Lake",2013,39085,"Human infections",1,0,1
"OH, Lorain",2013,39093,"Human infections",1,1,0
"OH, Lucas",2013,39095,"Human infections and non-human activity",5,5,1
"OH, Mercer",2013,39107,"Human infections",0,0,1
"OH, Montgomery",2013,39113,"Non-human activity",0,0,0
"OH, Portage",2013,39133,"Human infections",0,0,1
"OH, Summit",2013,39153,"Non-human activity",0,0,0
"OH, Trumbull",2013,39155,"Human infections",1,1,0
"OH, Union",2013,39159,"Human infections",1,1,0
"OH, Wayne",2013,39169,"Human infections and non-human activity",2,1,0
"OH, Wood",2013,39173,"Human infections",1,1,0
"OH, Wyandot",2013,39175,"Human infections",1,1,0
"OK, Adair",2013,40001,"Non-human activity",0,0,0
"OK, Canadian",2013,40017,"Human infections",3,1,2
"OK, Carter",2013,40019,"Non-human activity",0,0,0
"OK, Cherokee",2013,40021,"Human infections",1,0,0
"OK, Choctaw",2013,40023,"Non-human activity",0,0,0
"OK, Cleveland",2013,40027,"Human infections",5,4,1
"OK, Coal",2013,40029,"Non-human activity",0,0,0
"OK, Comanche",2013,40031,"Human infections and non-human activity",3,3,1
"OK, Cotton",2013,40033,"Human infections",1,1,1
"OK, Craig",2013,40035,"Human infections",1,0,0
"OK, Creek",2013,40037,"Non-human activity",0,0,0
"OK, Custer",2013,40039,"Human infections",1,1,0
"OK, Delaware",2013,40041,"Non-human activity",0,0,0
"OK, Ellis",2013,40045,"Human infections",1,1,0
"OK, Garfield",2013,40047,"Human infections and non-human activity",5,4,2
"OK, Garvin",2013,40049,"Human infections and non-human activity",1,0,0
"OK, Harper",2013,40059,"Human infections",3,0,0
"OK, Hughes",2013,40063,"Non-human activity",0,0,0
"OK, Jackson",2013,40065,"Human infections and non-human activity",1,1,1
"OK, Johnston",2013,40069,"Non-human activity",0,0,0
"OK, Kingfisher",2013,40073,"Human infections",2,0,0
"OK, Kiowa",2013,40075,"Human infections",3,2,0
"OK, Le Flore",2013,40079,"Human infections and non-human activity",1,1,0
"OK, Lincoln",2013,40081,"Non-human activity",0,0,0
"OK, Logan",2013,40083,"Human infections",1,0,0
"OK, Love",2013,40085,"Non-human activity",0,0,0
"OK, Mcclain",2013,40087,"Non-human activity",0,0,0
"OK, Major",2013,40093,"Human infections",0,0,1
"OK, Muskogee",2013,40101,"Human infections and non-human activity",2,0,0
"OK, Noble",2013,40103,"Human infections",1,1,0
"OK, Nowata",2013,40105,"Human infections and non-human activity",0,0,1
"OK, Oklahoma",2013,40109,"Human infections and non-human activity",24,19,2
"OK, Okmulgee",2013,40111,"Human infections",1,1,0
"OK, Osage",2013,40113,"Human infections",2,1,0
"OK, Pawnee",2013,40117,"Human infections",1,0,0
"OK, Payne",2013,40119,"Human infections and non-human activity",1,1,0
"OK, Pittsburg",2013,40121,"Human infections",2,0,0
"OK, Pontotoc",2013,40123,"Non-human activity",0,0,0
"OK, Pottawatomie",2013,40125,"Human infections",1,1,1
"OK, Rogers",2013,40131,"Human infections",1,0,0
"OK, Seminole",2013,40133,"Non-human activity",0,0,0
"OK, Sequoyah",2013,40135,"Non-human activity",0,0,0
"OK, Texas",2013,40139,"Human infections",2,2,0
"OK, Tulsa",2013,40143,"Human infections and non-human activity",15,14,5
"OK, Wagoner",2013,40145,"Human infections and non-human activity",2,1,0
"OK, Washita",2013,40149,"Human infections",1,0,0
"OK, Woodward",2013,40153,"Non-human activity",0,0,0
"OR, Baker",2013,41001,"Non-human activity",0,0,0
"OR, Benton",2013,41003,"Human infections",1,1,0
"OR, Harney",2013,41025,"Human infections",2,2,0
"OR, Jackson",2013,41029,"Non-human activity",0,0,0
"OR, Klamath",2013,41035,"Non-human activity",0,0,0
"OR, Lane",2013,41039,"Human infections",1,1,0
"OR, Linn",2013,41043,"Human infections",1,0,0
"OR, Malheur",2013,41045,"Human infections and non-human activity",11,3,0
"OR, Morrow",2013,41049,"Non-human activity",0,0,0
"OR, Umatilla",2013,41059,"Non-human activity",0,0,0
"OR, Union",2013,41061,"Non-human activity",0,0,0
"PA, Adams",2013,42001,"Non-human activity",0,0,0
"PA, Allegheny",2013,42003,"Non-human activity",0,0,0
"PA, Armstrong",2013,42005,"Non-human activity",0,0,0
"PA, Beaver",2013,42007,"Non-human activity",0,0,0
"PA, Berks",2013,42011,"Non-human activity",0,0,0
"PA, Blair",2013,42013,"Non-human activity",0,0,0
"PA, Bucks",2013,42017,"Human infections and non-human activity",1,1,0
"PA, Cambria",2013,42021,"Non-human activity",0,0,0
"PA, Carbon",2013,42025,"Non-human activity",0,0,0
"PA, Centre",2013,42027,"Non-human activity",0,0,0
"PA, Chester",2013,42029,"Non-human activity",0,0,0
"PA, Clearfield",2013,42033,"Non-human activity",0,0,0
"PA, Clinton",2013,42035,"Non-human activity",0,0,0
"PA, Columbia",2013,42037,"Non-human activity",0,0,0
"PA, Cumberland",2013,42041,"Non-human activity",0,0,0
"PA, Dauphin",2013,42043,"Non-human activity",0,0,0
"PA, Delaware",2013,42045,"Human infections and non-human activity",2,1,0
"PA, Erie",2013,42049,"Non-human activity",0,0,0
"PA, Fayette",2013,42051,"Non-human activity",0,0,0
"PA, Franklin",2013,42055,"Non-human activity",0,0,0
"PA, Greene",2013,42059,"Non-human activity",0,0,0
"PA, Lackawanna",2013,42069,"Non-human activity",0,0,0
"PA, Lancaster",2013,42071,"Non-human activity",0,0,0
"PA, Lawrence",2013,42073,"Non-human activity",0,0,0
"PA, Lebanon",2013,42075,"Non-human activity",0,0,0
"PA, Lehigh",2013,42077,"Non-human activity",0,0,0
"PA, Luzerne",2013,42079,"Non-human activity",0,0,0
"PA, Lycoming",2013,42081,"Non-human activity",0,0,0
"PA, Mercer",2013,42085,"Non-human activity",0,0,0
"PA, Monroe",2013,42089,"Non-human activity",0,0,0
"PA, Montgomery",2013,42091,"Human infections and non-human activity",3,2,0
"PA, Northampton",2013,42095,"Non-human activity",0,0,0
"PA, Northumberland",2013,42097,"Non-human activity",0,0,0
"PA, Perry",2013,42099,"Non-human activity",0,0,0
"PA, Philadelphia",2013,42101,"Human infections and non-human activity",3,1,0
"PA, Schuylkill",2013,42107,"Non-human activity",0,0,0
"PA, Snyder",2013,42109,"Non-human activity",0,0,0
"PA, Somerset",2013,42111,"Non-human activity",0,0,0
"PA, Union",2013,42119,"Non-human activity",0,0,0
"PA, Washington",2013,42125,"Non-human activity",0,0,0
"PA, Westmoreland",2013,42129,"Non-human activity",0,0,0
"PA, York",2013,42133,"Human infections and non-human activity",2,1,0
"RI, Bristol",2013,44001,"Non-human activity",0,0,0
"RI, Providence",2013,44007,"Non-human activity",0,0,0
"RI, Washington",2013,44009,"Human infections and non-human activity",1,1,0
"SC, Aiken",2013,45003,"Human infections",1,1,0
"SC, Anderson",2013,45007,"Non-human activity",0,0,0
"SC, Beaufort",2013,45013,"Non-human activity",0,0,0
"SC, Charleston",2013,45019,"Human infections and non-human activity",1,0,0
"SC, Colleton",2013,45029,"Non-human activity",0,0,0
"SC, Darlington",2013,45031,"Non-human activity",0,0,0
"SC, Dorchester",2013,45035,"Human infections",1,1,0
"SC, Fairfield",2013,45039,"Non-human activity",0,0,0
"SC, Greenville",2013,45045,"Human infections and non-human activity",1,1,0
"SC, Greenwood",2013,45047,"Human infections",1,0,1
"SC, Horry",2013,45051,"Non-human activity",0,0,0
"SC, Kershaw",2013,45055,"Non-human activity",0,0,0
"SC, Lancaster",2013,45057,"Non-human activity",0,0,0
"SC, Marion",2013,45067,"Non-human activity",0,0,0
"SC, Oconee",2013,45073,"Human infections",1,0,0
"SC, Orangeburg",2013,45075,"Non-human activity",0,0,0
"SC, Spartanburg",2013,45083,"Human infections",1,0,1
"SC, Sumter",2013,45085,"Non-human activity",0,0,0
"SD, Beadle",2013,46005,"Human infections",8,3,0
"SD, Brookings",2013,46011,"Human infections and non-human activity",7,3,0
"SD, Brown",2013,46013,"Human infections and non-human activity",23,7,3
"SD, Brule",2013,46015,"Human infections",3,2,1
"SD, Buffalo",2013,46017,"Human infections",2,0,0
"SD, Butte",2013,46019,"Human infections",1,1,1
"SD, Campbell",2013,46021,"Human infections",1,0,0
"SD, Charles Mix",2013,46023,"Human infections",3,1,0
"SD, Clark",2013,46025,"Human infections",4,2,0
"SD, Clay",2013,46027,"Human infections",2,0,0
"SD, Codington",2013,46029,"Human infections and non-human activity",4,0,0
"SD, Corson",2013,46031,"Human infections",2,2,0
"SD, Davison",2013,46035,"Human infections and non-human activity",3,1,1
"SD, Day",2013,46037,"Human infections",3,1,0
"SD, Deuel",2013,46039,"Human infections",1,0,0
"SD, Dewey",2013,46041,"Human infections",2,2,1
"SD, Douglas",2013,46043,"Human infections",1,0,1
"SD, Edmunds",2013,46045,"Human infections and non-human activity",1,1,0
"SD, Faulk",2013,46049,"Human infections",2,1,0
"SD, Grant",2013,46051,"Human infections",0,0,1
"SD, Hamlin",2013,46057,"Human infections",1,1,1
"SD, Hand",2013,46059,"Human infections",0,0,2
"SD, Hughes",2013,46065,"Human infections and non-human activity",6,3,0
"SD, Hutchinson",2013,46067,"Human infections",1,0,0
"SD, Jackson",2013,46071,"Human infections and non-human activity",1,0,0
"SD, Jerauld",2013,46073,"Human infections",1,0,0
"SD, Jones",2013,46075,"Human infections",4,0,0
"SD, Lake",2013,46079,"Human infections",1,0,0
"SD, Lawrence",2013,46081,"Human infections",1,1,0
"SD, Lincoln",2013,46083,"Human infections and non-human activity",4,1,2
"SD, Lyman",2013,46085,"Human infections",1,1,1
"SD, Mccook",2013,46087,"Human infections",2,0,0
"SD, Mcpherson",2013,46089,"Human infections and non-human activity",1,1,0
"SD, Marshall",2013,46091,"Human infections",1,0,0
"SD, Meade",2013,46093,"Human infections and non-human activity",3,0,0
"SD, Mellette",2013,46095,"Human infections",1,1,0
"SD, Miner",2013,46097,"Human infections",1,1,0
"SD, Minnehaha",2013,46099,"Human infections and non-human activity",9,1,3
"SD, Moody",2013,46101,"Human infections",2,1,0
"SD, Oglala Lakota County",2013,46102,"Human infections",1,1,0
"SD, Pennington",2013,46103,"Human infections and non-human activity",11,8,2
"SD, Perkins",2013,46105,"Human infections",2,0,0
"SD, Roberts",2013,46109,"Human infections and non-human activity",2,0,0
"SD, Sanborn",2013,46111,"Human infections",2,1,1
"SD, Spink",2013,46115,"Human infections",6,3,0
"SD, Sully",2013,46119,"Human infections",1,1,0
"SD, Tripp",2013,46123,"Human infections and non-human activity",3,1,1
"SD, Turner",2013,46125,"Human infections",1,1,2
"SD, Union",2013,46127,"Human infections",1,1,1
"SD, Walworth",2013,46129,"Human infections",2,1,1
"SD, Yankton",2013,46135,"Human infections",3,0,0
"TN, Crockett",2013,47033,"Human infections",2,0,0
"TN, Cumberland",2013,47035,"Non-human activity",0,0,0
"TN, Davidson",2013,47037,"Human infections and non-human activity",4,3,0
"TN, Gibson",2013,47053,"Human infections",1,1,0
"TN, Hamblen",2013,47063,"Human infections",1,1,0
"TN, Hickman",2013,47081,"Human infections",1,1,0
"TN, Knox",2013,47093,"Human infections and non-human activity",1,0,0
"TN, Putnam",2013,47141,"Human infections",1,1,0
"TN, Robertson",2013,47147,"Non-human activity",0,0,0
"TN, Rutherford",2013,47149,"Human infections",2,2,0
"TN, Sevier",2013,47155,"Human infections",1,1,0
"TN, Shelby",2013,47157,"Human infections and non-human activity",9,7,0
"TN, Stewart",2013,47161,"Non-human activity",0,0,0
"TN, Tipton",2013,47167,"Human infections",1,0,0
"TX, Anderson",2013,48001,"Human infections and non-human activity",1,1,0
"TX, Andrews",2013,48003,"Human infections and non-human activity",1,1,0
"TX, Angelina",2013,48005,"Human infections and non-human activity",1,1,0
"TX, Armstrong",2013,48011,"Human infections and non-human activity",0,0,1
"TX, Austin",2013,48015,"Non-human activity",0,0,0
"TX, Bailey",2013,48017,"Human infections and non-human activity",2,1,0
"TX, Bastrop",2013,48021,"Non-human activity",0,0,0
"TX, Baylor",2013,48023,"Human infections",0,0,1
"TX, Bell",2013,48027,"Non-human activity",0,0,0
"TX, Bexar",2013,48029,"Human infections",0,0,1
"TX, Bowie",2013,48037,"Non-human activity",0,0,0
"TX, Brazoria",2013,48039,"Non-human activity",0,0,0
"TX, Brazos",2013,48041,"Non-human activity",0,0,0
"TX, Briscoe",2013,48045,"Human infections",1,0,0
"TX, Cameron",2013,48061,"Human infections",1,1,0
"TX, Carson",2013,48065,"Human infections",1,0,2
"TX, Cass",2013,48067,"Non-human activity",0,0,0
"TX, Castro",2013,48069,"Human infections",2,1,1
"TX, Childress",2013,48075,"Human infections",1,1,0
"TX, Cochran",2013,48079,"Human infections",2,1,0
"TX, Coke",2013,48081,"Human infections",1,1,0
"TX, Collin",2013,48085,"Human infections and non-human activity",10,3,0
"TX, Collingsworth",2013,48087,"Human infections",1,0,0
"TX, Cooke",2013,48097,"Human infections and non-human activity",1,1,0
"TX, Coryell",2013,48099,"Non-human activity",0,0,0
"TX, Dallam",2013,48111,"Human infections",2,1,0
"TX, Dallas",2013,48113,"Human infections and non-human activity",16,11,0
"TX, Deaf Smith",2013,48117,"Human infections",5,3,1
"TX, Delta",2013,48119,"Non-human activity",0,0,0
"TX, Denton",2013,48121,"Human infections and non-human activity",9,4,0
"TX, Donley",2013,48129,"Human infections and non-human activity",1,0,0
"TX, Ector",2013,48135,"Human infections",1,1,0
"TX, Ellis",2013,48139,"Non-human activity",0,0,0
"TX, El Paso",2013,48141,"Human infections and non-human activity",16,15,7
"TX, Fisher",2013,48151,"Human infections",0,0,1
"TX, Floyd",2013,48153,"Human infections",2,1,0
"TX, Foard",2013,48155,"Human infections and non-human activity",1,1,0
"TX, Fort Bend",2013,48157,"Human infections",1,1,0
"TX, Freestone",2013,48161,"Non-human activity",0,0,0
"TX, Gaines",2013,48165,"Human infections and non-human activity",3,1,0
"TX, Garza",2013,48169,"Human infections",0,0,1
"TX, Glasscock",2013,48173,"Human infections",2,2,0
"TX, Grayson",2013,48181,"Non-human activity",0,0,0
"TX, Grimes",2013,48185,"Non-human activity",0,0,0
"TX, Guadalupe",2013,48187,"Human infections",1,1,0
"TX, Hale",2013,48189,"Human infections",4,1,1
"TX, Hansford",2013,48195,"Human infections",1,1,0
"TX, Harris",2013,48201,"Human infections and non-human activity",9,6,1
"TX, Harrison",2013,48203,"Non-human activity",0,0,0
"TX, Hemphill",2013,48211,"Human infections and non-human activity",1,0,0
"TX, Henderson",2013,48213,"Non-human activity",0,0,0
"TX, Hidalgo",2013,48215,"Human infections",1,1,0
"TX, Hockley",2013,48219,"Human infections",3,2,3
"TX, Hopkins",2013,48223,"Non-human activity",0,0,0
"TX, Howard",2013,48227,"Human infections and non-human activity",5,3,0
"TX, Hudspeth",2013,48229,"Human infections",1,1,0
"TX, Hunt",2013,48231,"Human infections",1,0,0
"TX, Hutchinson",2013,48233,"Human infections",1,1,1
"TX, Jackson",2013,48239,"Human infections",1,1,0
"TX, Jeff Davis",2013,48243,"Non-human activity",0,0,0
"TX, Jefferson",2013,48245,"Human infections and non-human activity",1,0,1
"TX, Johnson",2013,48251,"Human infections and non-human activity",2,1,0
"TX, Jones",2013,48253,"Human infections",1,0,0
"TX, Kaufman",2013,48257,"Human infections and non-human activity",2,0,0
"TX, Lamar",2013,48277,"Non-human activity",0,0,0
"TX, Lamb",2013,48279,"Human infections",1,0,0
"TX, Lampasas",2013,48281,"Non-human activity",0,0,0
"TX, Lavaca",2013,48285,"Human infections",1,0,0
"TX, Leon",2013,48289,"Non-human activity",0,0,0
"TX, Limestone",2013,48293,"Non-human activity",0,0,0
"TX, Live Oak",2013,48297,"Non-human activity",0,0,0
"TX, Lubbock",2013,48303,"Human infections and non-human activity",11,4,4
"TX, Mcculloch",2013,48307,"Non-human activity",0,0,0
"TX, Mclennan",2013,48309,"Non-human activity",0,0,0
"TX, Matagorda",2013,48321,"Human infections",0,0,1
"TX, Midland",2013,48329,"Human infections",5,4,0
"TX, Mitchell",2013,48335,"Human infections",1,1,0
"TX, Montgomery",2013,48339,"Human infections and non-human activity",3,3,1
"TX, Moore",2013,48341,"Human infections",1,1,0
"TX, Navarro",2013,48349,"Non-human activity",0,0,0
"TX, Nueces",2013,48355,"Human infections",2,1,0
"TX, Ochiltree",2013,48357,"Human infections",0,0,1
"TX, Oldham",2013,48359,"Human infections",1,0,1
"TX, Palo Pinto",2013,48363,"Non-human activity",0,0,0
"TX, Parmer",2013,48369,"Human infections",1,0,1
"TX, Potter",2013,48375,"Human infections and non-human activity",4,3,1
"TX, Randall",2013,48381,"Human infections and non-human activity",8,6,0
"TX, Runnels",2013,48399,"Human infections and non-human activity",1,1,0
"TX, San Jacinto",2013,48407,"Non-human activity",0,0,0
"TX, Scurry",2013,48415,"Human infections",0,0,1
"TX, Starr",2013,48427,"Human infections",1,1,0
"TX, Stephens",2013,48429,"Human infections",1,1,0
"TX, Stonewall",2013,48433,"Human infections",1,0,0
"TX, Swisher",2013,48437,"Human infections",2,0,1
"TX, Tarrant",2013,48439,"Human infections and non-human activity",8,5,1
"TX, Taylor",2013,48441,"Human infections and non-human activity",1,1,0
"TX, Titus",2013,48449,"Human infections",2,2,0
"TX, Tom Green",2013,48451,"Human infections and non-human activity",1,1,0
"TX, Travis",2013,48453,"Non-human activity",0,0,0
"TX, Trinity",2013,48455,"Non-human activity",0,0,0
"TX, Upshur",2013,48459,"Non-human activity",0,0,0
"TX, Upton",2013,48461,"Non-human activity",0,0,0
"TX, Van Zandt",2013,48467,"Human infections and non-human activity",0,0,1
"TX, Walker",2013,48471,"Human infections",1,1,1
"TX, Washington",2013,48477,"Non-human activity",0,0,0
"TX, Webb",2013,48479,"Human infections",1,1,0
"TX, Wharton",2013,48481,"Human infections",1,1,0
"TX, Wichita",2013,48485,"Human infections and non-human activity",2,2,0
"TX, Williamson",2013,48491,"Non-human activity",0,0,0
"TX, Yoakum",2013,48501,"Human infections",1,0,0
"TX, Young",2013,48503,"Human infections",0,0,1
"UT, Box Elder",2013,49003,"Non-human activity",0,0,0
"UT, Cache",2013,49005,"Non-human activity",0,0,0
"UT, Davis",2013,49011,"Non-human activity",0,0,0
"UT, Duchesne",2013,49013,"Non-human activity",0,0,0
"UT, Juab",2013,49023,"Non-human activity",0,0,0
"UT, Salt Lake",2013,49035,"Human infections and non-human activity",1,1,3
"UT, Tooele",2013,49045,"Non-human activity",0,0,0
"UT, Uintah",2013,49047,"Non-human activity",0,0,0
"UT, Utah",2013,49049,"Human infections and non-human activity",0,0,1
"UT, Washington",2013,49053,"Human infections and non-human activity",4,2,1
"UT, Weber",2013,49057,"Human infections and non-human activity",2,1,0
"VT, Addison",2013,50001,"Non-human activity",0,0,0
"VT, Chittenden",2013,50007,"Human infections and non-human activity",1,1,0
"VT, Franklin",2013,50011,"Non-human activity",0,0,0
"VT, Grand Isle",2013,50013,"Non-human activity",0,0,0
"VT, Lamoille",2013,50015,"Human infections and non-human activity",1,0,0
"VT, Rutland",2013,50021,"Non-human activity",0,0,0
"VA, Fairfax",2013,51059,"Human infections and non-human activity",3,3,0
"VA, Henrico",2013,51087,"Non-human activity",0,0,0
"VA, Loudoun",2013,51107,"Non-human activity",0,0,0
"VA, Prince William",2013,51153,"Human infections and non-human activity",1,1,0
"VA, Russell",2013,51167,"Non-human activity",0,0,0
"VA, Alexandria City",2013,51510,"Human infections and non-human activity",1,1,0
"VA, Chesapeake City",2013,51550,"Non-human activity",0,0,0
"VA, Newport News City",2013,51700,"Human infections",1,1,0
"VA, Norfolk City",2013,51710,"Non-human activity",0,0,0
"VA, Suffolk City",2013,51800,"Non-human activity",0,0,0
"VA, Virginia Beach City",2013,51810,"Non-human activity",0,0,0
"WA, Benton",2013,53005,"Non-human activity",0,0,0
"WA, Franklin",2013,53021,"Non-human activity",0,0,0
"WA, Grant",2013,53025,"Non-human activity",0,0,0
"WA, Pierce",2013,53053,"Human infections",0,0,1
"WA, Skagit",2013,53057,"Human infections",1,0,0
"WA, Spokane",2013,53063,"Non-human activity",0,0,0
"WA, Yakima",2013,53077,"Non-human activity",0,0,0
"WV, Berkeley",2013,54003,"Non-human activity",0,0,0
"WV, Braxton",2013,54007,"Non-human activity",0,0,0
"WV, Cabell",2013,54011,"Non-human activity",0,0,0
"WV, Fayette",2013,54019,"Non-human activity",0,0,0
"WV, Harrison",2013,54033,"Non-human activity",0,0,0
"WV, Kanawha",2013,54039,"Non-human activity",0,0,0
"WV, Mercer",2013,54055,"Non-human activity",0,0,0
"WV, Monongalia",2013,54061,"Human infections",1,1,0
"WV, Nicholas",2013,54067,"Non-human activity",0,0,0
"WV, Wayne",2013,54099,"Non-human activity",0,0,0
"WV, Wood",2013,54107,"Non-human activity",0,0,0
"WI, Ashland",2013,55003,"Non-human activity",0,0,0
"WI, Barron",2013,55005,"Non-human activity",0,0,0
"WI, Bayfield",2013,55007,"Non-human activity",0,0,0
"WI, Brown",2013,55009,"Human infections and non-human activity",2,1,1
"WI, Calumet",2013,55015,"Non-human activity",0,0,0
"WI, Chippewa",2013,55017,"Non-human activity",0,0,0
"WI, Dane",2013,55025,"Human infections and non-human activity",4,3,3
"WI, Dodge",2013,55027,"Non-human activity",0,0,0
"WI, Dunn",2013,55033,"Non-human activity",0,0,0
"WI, Eau Claire",2013,55035,"Human infections and non-human activity",2,2,0
"WI, Fond Du Lac",2013,55039,"Non-human activity",0,0,0
"WI, Forest",2013,55041,"Non-human activity",0,0,0
"WI, Green",2013,55045,"Non-human activity",0,0,0
"WI, Green Lake",2013,55047,"Non-human activity",0,0,0
"WI, Iowa",2013,55049,"Non-human activity",0,0,0
"WI, Iron",2013,55051,"Non-human activity",0,0,0
"WI, Jefferson",2013,55055,"Human infections and non-human activity",1,1,0
