"Year","FullGeoName","County","Activity","Reported.human.cases","Neuroinvasive.disease.cases","Identified.by.Blood.Donor.Screening","State","Average_Temperature_F"
2006,"TX, Franklin",48159,"Human infections and non-human activity",0,0,2,"TX",53.8
2006,"TX, Freestone",48161,"Human infections and non-human activity",2,2,0,"TX",53.8
2006,"TX, Galveston",48167,"Human infections and non-human activity",2,2,1,"TX",53.8
2006,"TX, Grayson",48181,"Human infections and non-human activity",0,0,1,"TX",53.8
2006,"TX, Gregg",48183,"Non-human activity",0,0,0,"TX",53.8
2006,"TX, Grimes",48185,"Non-human activity",0,0,0,"TX",53.8
2006,"TX, Hale",48189,"Human infections and non-human activity",3,1,0,"TX",53.8
2006,"TX, Hansford",48195,"Human infections and non-human activity",1,1,0,"TX",53.8
2006,"TX, Hardin",48199,"Human infections and non-human activity",0,0,2,"TX",53.8
2006,"TX, Harris",48201,"Human infections and non-human activity",54,36,7,"TX",53.8
2006,"TX, Harrison",48203,"Non-human activity",0,0,0,"TX",53.8
2006,"TX, Hays",48209,"Non-human activity",0,0,0,"TX",53.8
2006,"TX, Henderson",48213,"Non-human activity",0,0,0,"TX",53.8
2006,"TX, Hidalgo",48215,"Human infections",2,2,0,"TX",53.8
2006,"TX, Hill",48217,"Human infections and non-human activity",1,1,0,"TX",53.8
2006,"TX, Hopkins",48223,"Non-human activity",0,0,0,"TX",53.8
2006,"TX, Houston",48225,"Non-human activity",0,0,0,"TX",53.8
2006,"TX, Hunt",48231,"Human infections and non-human activity",2,2,0,"TX",53.8
2006,"TX, Jack",48237,"Human infections",1,1,0,"TX",53.8
2006,"TX, Jasper",48241,"Non-human activity",0,0,0,"TX",53.8
2006,"TX, Jefferson",48245,"Human infections and non-human activity",20,14,0,"TX",53.8
2006,"TX, Jones",48253,"Human infections",1,0,0,"TX",53.8
2006,"TX, Kaufman",48257,"Human infections",2,2,0,"TX",53.8
2006,"TX, King",48269,"Human infections",1,1,0,"TX",53.8
2006,"TX, Lamar",48277,"Human infections",1,1,0,"TX",53.8
2006,"TX, Lamb",48279,"Human infections",3,1,0,"TX",53.8
2006,"TX, Lampasas",48281,"Non-human activity",0,0,0,"TX",53.8
2006,"TX, Lee",48287,"Non-human activity",0,0,0,"TX",53.8
2006,"TX, Leon",48289,"Non-human activity",0,0,0,"TX",53.8
2006,"TX, Liberty",48291,"Human infections",1,1,0,"TX",53.8
2006,"TX, Limestone",48293,"Human infections and non-human activity",1,1,0,"TX",53.8
2006,"TX, Lubbock",48303,"Human infections and non-human activity",5,4,0,"TX",53.8
2006,"TX, Mclennan",48309,"Human infections and non-human activity",4,4,0,"TX",53.8
2006,"TX, Madison",48313,"Non-human activity",0,0,0,"TX",53.8
2006,"TX, Matagorda",48321,"Non-human activity",0,0,0,"TX",53.8
2006,"TX, Midland",48329,"Human infections",1,0,0,"TX",53.8
2006,"TX, Montague",48337,"Non-human activity",0,0,0,"TX",53.8
2006,"TX, Montgomery",48339,"Human infections and non-human activity",12,10,0,"TX",53.8
2006,"TX, Nacogdoches",48347,"Human infections and non-human activity",0,0,1,"TX",53.8
2006,"TX, Navarro",48349,"Human infections",1,0,0,"TX",53.8
2006,"TX, Nolan",48353,"Human infections",0,0,1,"TX",53.8
2006,"TX, Nueces",48355,"Human infections and non-human activity",21,10,2,"TX",53.8
2006,"TX, Orange",48361,"Human infections and non-human activity",7,3,1,"TX",53.8
2006,"TX, Parmer",48369,"Human infections",1,1,0,"TX",53.8
2006,"TX, Polk",48373,"Non-human activity",0,0,0,"TX",53.8
2006,"TX, Potter",48375,"Human infections",0,0,1,"TX",53.8
2006,"TX, Randall",48381,"Non-human activity",0,0,0,"TX",53.8
2006,"TX, Robertson",48395,"Non-human activity",0,0,0,"TX",53.8
2006,"TX, Rusk",48401,"Non-human activity",0,0,0,"TX",53.8
2006,"TX, San Patricio",48409,"Human infections",4,2,0,"TX",53.8
2006,"TX, San Saba",48411,"Non-human activity",0,0,0,"TX",53.8
2006,"TX, Scurry",48415,"Human infections",1,1,0,"TX",53.8
2006,"TX, Smith",48423,"Non-human activity",0,0,0,"TX",53.8
2006,"TX, Sterling",48431,"Human infections",1,1,0,"TX",53.8
2006,"TX, Tarrant",48439,"Human infections and non-human activity",38,19,2,"TX",53.8
2006,"TX, Taylor",48441,"Human infections and non-human activity",3,3,0,"TX",53.8
2006,"TX, Titus",48449,"Human infections",2,1,0,"TX",53.8
2006,"TX, Travis",48453,"Human infections and non-human activity",1,1,2,"TX",53.8
2006,"TX, Trinity",48455,"Non-human activity",0,0,0,"TX",53.8
2006,"TX, Upshur",48459,"Non-human activity",0,0,0,"TX",53.8
2006,"TX, Van Zandt",48467,"Human infections",1,1,0,"TX",53.8
2006,"TX, Victoria",48469,"Human infections",1,1,0,"TX",53.8
2006,"TX, Walker",48471,"Non-human activity",0,0,0,"TX",53.8
2006,"TX, Waller",48473,"Non-human activity",0,0,0,"TX",53.8
2006,"TX, Washington",48477,"Human infections and non-human activity",1,0,1,"TX",53.8
2006,"TX, Wharton",48481,"Non-human activity",0,0,0,"TX",53.8
2006,"TX, Williamson",48491,"Non-human activity",0,0,0,"TX",53.8
2006,"TX, Wood",48499,"Non-human activity",0,0,0,"TX",53.8
2006,"UT, Box Elder",49003,"Human infections and non-human activity",1,0,0,"UT",53.8
2006,"UT, Cache",49005,"Human infections and non-human activity",2,0,0,"UT",53.8
2006,"UT, Carbon",49007,"Human infections and non-human activity",3,1,0,"UT",53.8
2006,"UT, Davis",49011,"Human infections and non-human activity",11,4,2,"UT",53.8
2006,"UT, Duchesne",49013,"Human infections and non-human activity",3,1,0,"UT",53.8
2006,"UT, Emery",49015,"Non-human activity",0,0,0,"UT",53.8
2006,"UT, Grand",49019,"Non-human activity",0,0,0,"UT",53.8
2006,"UT, Iron",49021,"Human infections",1,0,0,"UT",53.8
2006,"UT, Juab",49023,"Human infections and non-human activity",1,0,0,"UT",53.8
2006,"UT, Millard",49027,"Non-human activity",0,0,0,"UT",53.8
2006,"UT, Salt Lake",49035,"Human infections and non-human activity",57,23,9,"UT",53.8
2006,"UT, Summit",49043,"Non-human activity",0,0,0,"UT",53.8
2006,"UT, Tooele",49045,"Human infections and non-human activity",3,2,1,"UT",53.8
2006,"UT, Uintah",49047,"Human infections and non-human activity",1,0,0,"UT",53.8
2006,"UT, Utah",49049,"Human infections and non-human activity",65,23,10,"UT",53.8
2006,"UT, Wasatch",49051,"Non-human activity",0,0,0,"UT",53.8
2006,"UT, Washington",49053,"Human infections and non-human activity",0,0,1,"UT",53.8
2006,"UT, Weber",49057,"Human infections and non-human activity",10,2,1,"UT",53.8
2006,"VT, Addison",50001,"Non-human activity",0,0,0,"VT",53.8
2006,"VT, Chittenden",50007,"Non-human activity",0,0,0,"VT",53.8
2006,"VA, Arlington",51013,"Non-human activity",0,0,0,"VA",53.8
2006,"VA, Augusta",51015,"Non-human activity",0,0,0,"VA",53.8
2006,"VA, Fairfax",51059,"Human infections and non-human activity",3,0,2,"VA",53.8
2006,"VA, Henrico",51087,"Non-human activity",0,0,0,"VA",53.8
2006,"VA, Loudoun",51107,"Human infections and non-human activity",1,0,0,"VA",53.8
2006,"VA, Prince William",51153,"Human infections and non-human activity",1,0,0,"VA",53.8
2006,"VA, Stafford",51179,"Human infections",0,0,1,"VA",53.8
2006,"VA, Alexandria City",51510,"Non-human activity",0,0,0,"VA",53.8
2006,"VA, Chesapeake City",51550,"Non-human activity",0,0,0,"VA",53.8
2006,"VA, Petersburg City",51730,"Non-human activity",0,0,0,"VA",53.8
2006,"VA, Richmond City",51760,"Non-human activity",0,0,0,"VA",53.8
2006,"VA, Suffolk City",51800,"Non-human activity",0,0,0,"VA",53.8
2006,"VA, Virginia Beach City",51810,"Human infections and non-human activity",0,0,2,"VA",53.8
2006,"WA, Clark",53011,"Human infections",1,0,0,"WA",53.8
2006,"WA, Cowlitz",53015,"Non-human activity",0,0,0,"WA",53.8
2006,"WA, Island",53029,"Non-human activity",0,0,0,"WA",53.8
2006,"WA, King",53033,"Non-human activity",0,0,0,"WA",53.8
2006,"WA, Pierce",53053,"Human infections",2,0,0,"WA",53.8
2006,"WA, Snohomish",53061,"Non-human activity",0,0,0,"WA",53.8
2006,"WA, Yakima",53077,"Non-human activity",0,0,0,"WA",53.8
2006,"WV, Greenbrier",54025,"Non-human activity",0,0,0,"WV",53.8
2006,"WV, Kanawha",54039,"Human infections",1,1,0,"WV",53.8
2006,"WV, Lincoln",54043,"Non-human activity",0,0,0,"WV",53.8
2006,"WV, Mercer",54055,"Non-human activity",0,0,0,"WV",53.8
2006,"WI, Adams",55001,"Non-human activity",0,0,0,"WI",53.8
2006,"WI, Ashland",55003,"Non-human activity",0,0,0,"WI",53.8
2006,"WI, Barron",55005,"Non-human activity",0,0,0,"WI",53.8
2006,"WI, Brown",55009,"Human infections and non-human activity",1,0,1,"WI",53.8
2006,"WI, Calumet",55015,"Non-human activity",0,0,0,"WI",53.8
2006,"WI, Chippewa",55017,"Non-human activity",0,0,0,"WI",53.8
2006,"WI, Clark",55019,"Non-human activity",0,0,0,"WI",53.8
2006,"WI, Columbia",55021,"Non-human activity",0,0,0,"WI",53.8
2006,"WI, Dane",55025,"Human infections and non-human activity",3,1,3,"WI",53.8
2006,"WI, Dodge",55027,"Non-human activity",0,0,0,"WI",53.8
2006,"WI, Door",55029,"Non-human activity",0,0,0,"WI",53.8
2006,"WI, Douglas",55031,"Non-human activity",0,0,0,"WI",53.8
2006,"WI, Dunn",55033,"Non-human activity",0,0,0,"WI",53.8
2006,"WI, Eau Claire",55035,"Non-human activity",0,0,0,"WI",53.8
2006,"WI, Fond Du Lac",55039,"Human infections and non-human activity",1,1,0,"WI",53.8
2006,"WI, Forest",55041,"Non-human activity",0,0,0,"WI",53.8
2006,"WI, Grant",55043,"Human infections and non-human activity",2,1,1,"WI",53.8
2006,"WI, Green",55045,"Non-human activity",0,0,0,"WI",53.8
2006,"WI, Iowa",55049,"Human infections",1,1,0,"WI",53.8
2006,"WI, Iron",55051,"Non-human activity",0,0,0,"WI",53.8
2006,"WI, Jackson",55053,"Non-human activity",0,0,0,"WI",53.8
2006,"WI, Jefferson",55055,"Human infections and non-human activity",0,0,1,"WI",53.8
2006,"WI, Juneau",55057,"Non-human activity",0,0,0,"WI",53.8
2006,"WI, Kenosha",55059,"Non-human activity",0,0,0,"WI",53.8
2006,"WI, Kewaunee",55061,"Non-human activity",0,0,0,"WI",53.8
2006,"WI, La Crosse",55063,"Human infections and non-human activity",1,1,1,"WI",53.8
2006,"WI, Langlade",55067,"Non-human activity",0,0,0,"WI",53.8
2006,"WI, Lincoln",55069,"Non-human activity",0,0,0,"WI",53.8
2006,"WI, Manitowoc",55071,"Human infections and non-human activity",1,0,0,"WI",53.8
2006,"WI, Marathon",55073,"Non-human activity",0,0,0,"WI",53.8
2006,"WI, Marinette",55075,"Non-human activity",0,0,0,"WI",53.8
2006,"WI, Marquette",55077,"Non-human activity",0,0,0,"WI",53.8
2006,"WI, Milwaukee",55079,"Human infections and non-human activity",5,4,0,"WI",53.8
2006,"WI, Monroe",55081,"Non-human activity",0,0,0,"WI",53.8
2006,"WI, Oconto",55083,"Non-human activity",0,0,0,"WI",53.8
2006,"WI, Oneida",55085,"Non-human activity",0,0,0,"WI",53.8
2006,"WI, Outagamie",55087,"Non-human activity",0,0,0,"WI",53.8
2006,"WI, Ozaukee",55089,"Non-human activity",0,0,0,"WI",53.8
2006,"WI, Pepin",55091,"Non-human activity",0,0,0,"WI",53.8
2006,"WI, Polk",55095,"Non-human activity",0,0,0,"WI",53.8
2006,"WI, Portage",55097,"Human infections and non-human activity",1,0,0,"WI",53.8
2006,"WI, Price",55099,"Non-human activity",0,0,0,"WI",53.8
2006,"WI, Racine",55101,"Non-human activity",0,0,0,"WI",53.8
2006,"WI, Rock",55105,"Human infections and non-human activity",1,0,1,"WI",53.8
2006,"WI, Rusk",55107,"Human infections",1,0,0,"WI",53.8
2006,"WI, St Croix",55109,"Non-human activity",0,0,0,"WI",53.8
2006,"WI, Sauk",55111,"Non-human activity",0,0,0,"WI",53.8
2006,"WI, Sawyer",55113,"Non-human activity",0,0,0,"WI",53.8
2006,"WI, Shawano",55115,"Human infections",1,1,0,"WI",53.8
2006,"WI, Sheboygan",55117,"Human infections and non-human activity",0,0,1,"WI",53.8
2006,"WI, Taylor",55119,"Human infections and non-human activity",0,0,1,"WI",53.8
2006,"WI, Trempealeau",55121,"Non-human activity",0,0,0,"WI",53.8
2006,"WI, Vilas",55125,"Non-human activity",0,0,0,"WI",53.8
2006,"WI, Walworth",55127,"Human infections and non-human activity",1,1,0,"WI",53.8
2006,"WI, Washburn",55129,"Non-human activity",0,0,0,"WI",53.8
2006,"WI, Washington",55131,"Non-human activity",0,0,0,"WI",53.8
2006,"WI, Waukesha",55133,"Non-human activity",0,0,0,"WI",53.8
2006,"WI, Waupaca",55135,"Non-human activity",0,0,0,"WI",53.8
2006,"WI, Waushara",55137,"Non-human activity",0,0,0,"WI",53.8
2006,"WI, Winnebago",55139,"Human infections and non-human activity",1,0,0,"WI",53.8
2006,"WI, Wood",55141,"Non-human activity",0,0,0,"WI",53.8
2006,"WY, Big Horn",56003,"Human infections and non-human activity",3,1,0,"WY",53.8
2006,"WY, Campbell",56005,"Non-human activity",0,0,0,"WY",53.8
2006,"WY, Fremont",56013,"Human infections and non-human activity",44,9,0,"WY",53.8
2006,"WY, Goshen",56015,"Human infections and non-human activity",10,3,0,"WY",53.8
2006,"WY, Hot Springs",56017,"Non-human activity",0,0,0,"WY",53.8
2006,"WY, Laramie",56021,"Human infections",1,0,0,"WY",53.8
2006,"WY, Lincoln",56023,"Human infections",1,0,0,"WY",53.8
2006,"WY, Natrona",56025,"Human infections and non-human activity",1,0,1,"WY",53.8
2006,"WY, Park",56029,"Non-human activity",0,0,0,"WY",53.8
2006,"WY, Platte",56031,"Human infections",3,1,0,"WY",53.8
2006,"WY, Sweetwater",56037,"Non-human activity",0,0,0,"WY",53.8
2006,"WY, Washakie",56043,"Human infections",2,1,0,"WY",53.8
2007,"AL, Baldwin",1003,"Non-human activity",0,0,0,"AL",53.8
2007,"AL, Butler",1013,"Human infections and non-human activity",2,1,0,"AL",53.8
2007,"AL, Chambers",1017,"Human infections",1,1,0,"AL",53.8
2007,"AL, Conecuh",1035,"Non-human activity",0,0,0,"AL",53.8
2007,"AL, Cullman",1043,"Human infections",1,0,0,"AL",53.8
2007,"AL, Geneva",1061,"Human infections",1,0,0,"AL",53.8
2007,"AL, Houston",1069,"Human infections",1,1,0,"AL",53.8
2007,"AL, Jefferson",1073,"Non-human activity",0,0,0,"AL",53.8
2007,"AL, Lee",1081,"Non-human activity",0,0,0,"AL",53.8
2007,"AL, Madison",1089,"Human infections",1,0,0,"AL",53.8
2007,"AL, Marshall",1095,"Human infections",2,1,0,"AL",53.8
2007,"AL, Mobile",1097,"Human infections and non-human activity",1,1,0,"AL",53.8
2007,"AL, Montgomery",1101,"Human infections and non-human activity",13,11,0,"AL",53.8
2007,"AL, Russell",1113,"Human infections",1,1,0,"AL",53.8
2007,"AL, Shelby",1117,"Non-human activity",0,0,0,"AL",53.8
2007,"AZ, Apache",4001,"Human infections and non-human activity",1,0,0,"AZ",53.8
2007,"AZ, Cochise",4003,"Non-human activity",0,0,0,"AZ",53.8
2007,"AZ, Coconino",4005,"Human infections and non-human activity",2,0,0,"AZ",53.8
2007,"AZ, Gila",4007,"Human infections",1,1,0,"AZ",53.8
2007,"AZ, Graham",4009,"Human infections and non-human activity",3,1,0,"AZ",53.8
2007,"AZ, La Paz",4012,"Non-human activity",0,0,0,"AZ",53.8
2007,"AZ, Maricopa",4013,"Human infections and non-human activity",68,35,9,"AZ",53.8
2007,"AZ, Mohave",4015,"Human infections",1,1,0,"AZ",53.8
2007,"AZ, Navajo",4017,"Non-human activity",0,0,0,"AZ",53.8
2007,"AZ, Pima",4019,"Human infections and non-human activity",15,9,5,"AZ",53.8
2007,"AZ, Pinal",4021,"Human infections and non-human activity",6,3,0,"AZ",53.8
2007,"AZ, Santa Cruz",4023,"Non-human activity",0,0,0,"AZ",53.8
2007,"AZ, Yavapai",4025,"Non-human activity",0,0,0,"AZ",53.8
2007,"AZ, Yuma",4027,"Non-human activity",0,0,0,"AZ",53.8
2007,"AR, Arkansas",5001,"Human infections and non-human activity",1,1,0,"AR",53.8
2007,"AR, Ashley",5003,"Non-human activity",0,0,0,"AR",53.8
2007,"AR, Baxter",5005,"Non-human activity",0,0,0,"AR",53.8
2007,"AR, Benton",5007,"Non-human activity",0,0,0,"AR",53.8
2007,"AR, Bradley",5011,"Non-human activity",0,0,0,"AR",53.8
2007,"AR, Clark",5019,"Human infections",1,0,0,"AR",53.8
2007,"AR, Cleveland",5025,"Human infections",1,1,0,"AR",53.8
2007,"AR, Craighead",5031,"Non-human activity",0,0,0,"AR",53.8
2007,"AR, Crittenden",5035,"Non-human activity",0,0,0,"AR",53.8
2007,"AR, Drew",5043,"Human infections",2,1,0,"AR",53.8
2007,"AR, Greene",5055,"Non-human activity",0,0,0,"AR",53.8
2007,"AR, Independence",5063,"Non-human activity",0,0,0,"AR",53.8
2007,"AR, Jefferson",5069,"Human infections and non-human activity",3,2,0,"AR",53.8
2007,"AR, Lee",5077,"Non-human activity",0,0,0,"AR",53.8
2007,"AR, Logan",5083,"Human infections and non-human activity",1,1,0,"AR",53.8
2007,"AR, Miller",5091,"Human infections and non-human activity",1,1,0,"AR",53.8
2007,"AR, Mississippi",5093,"Human infections and non-human activity",1,1,0,"AR",53.8
2007,"AR, Pulaski",5119,"Human infections and non-human activity",3,3,0,"AR",53.8
2007,"AR, St Francis",5123,"Non-human activity",0,0,0,"AR",53.8
2007,"AR, Saline",5125,"Human infections",1,0,0,"AR",53.8
2007,"AR, Scott",5127,"Human infections",1,0,0,"AR",53.8
2007,"AR, Sebastian",5131,"Human infections and non-human activity",1,1,0,"AR",53.8
2007,"AR, Sevier",5133,"Non-human activity",0,0,0,"AR",53.8
2007,"AR, Union",5139,"Human infections and non-human activity",1,0,0,"AR",53.8
2007,"AR, Washington",5143,"Human infections and non-human activity",2,1,0,"AR",53.8
2007,"AR, White",5145,"Non-human activity",0,0,0,"AR",53.8
2007,"CA, Alameda",6001,"Non-human activity",0,0,0,"CA",53.8
2007,"CA, Amador",6005,"Human infections and non-human activity",0,0,1,"CA",53.8
2007,"CA, Butte",6007,"Human infections and non-human activity",16,6,0,"CA",53.8
2007,"CA, Calaveras",6009,"Non-human activity",0,0,0,"CA",53.8
2007,"CA, Colusa",6011,"Human infections and non-human activity",2,1,0,"CA",53.8
2007,"CA, Contra Costa",6013,"Human infections and non-human activity",3,1,0,"CA",53.8
2007,"CA, El Dorado",6017,"Non-human activity",0,0,0,"CA",53.8
2007,"CA, Fresno",6019,"Human infections and non-human activity",17,3,6,"CA",53.8
2007,"CA, Glenn",6021,"Human infections and non-human activity",7,2,0,"CA",53.8
2007,"CA, Humboldt",6023,"Non-human activity",0,0,0,"CA",53.8
2007,"CA, Imperial",6025,"Human infections and non-human activity",3,2,1,"CA",53.8
2007,"CA, Inyo",6027,"Non-human activity",0,0,0,"CA",53.8
2007,"CA, Kern",6029,"Human infections and non-human activity",140,39,15,"CA",53.8
2007,"CA, Kings",6031,"Human infections and non-human activity",7,4,1,"CA",53.8
2007,"CA, Lake",6033,"Non-human activity",0,0,0,"CA",53.8
2007,"CA, Lassen",6035,"Non-human activity",0,0,0,"CA",53.8
2007,"CA, Los Angeles",6037,"Human infections and non-human activity",36,28,8,"CA",53.8
2007,"CA, Madera",6039,"Human infections and non-human activity",2,0,0,"CA",53.8
2007,"CA, Marin",6041,"Non-human activity",0,0,0,"CA",53.8
2007,"CA, Mendocino",6045,"Human infections and non-human activity",2,2,0,"CA",53.8
2007,"CA, Merced",6047,"Human infections and non-human activity",4,1,2,"CA",53.8
2007,"CA, Modoc",6049,"Non-human activity",0,0,0,"CA",53.8
2007,"CA, Napa",6055,"Human infections and non-human activity",1,0,0,"CA",53.8
2007,"CA, Nevada",6057,"Non-human activity",0,0,0,"CA",53.8
2007,"CA, Orange",6059,"Human infections and non-human activity",9,6,1,"CA",53.8
2007,"CA, Placer",6061,"Human infections and non-human activity",4,1,0,"CA",53.8
2007,"CA, Plumas",6063,"Non-human activity",0,0,0,"CA",53.8
2007,"CA, Riverside",6065,"Human infections and non-human activity",17,14,1,"CA",53.8
2007,"CA, Sacramento",6067,"Human infections and non-human activity",25,9,1,"CA",53.8
2007,"CA, San Bernardino",6071,"Human infections and non-human activity",4,2,1,"CA",53.8
2007,"CA, San Diego",6073,"Human infections and non-human activity",15,12,1,"CA",53.8
2007,"CA, San Francisco",6075,"Non-human activity",0,0,0,"CA",53.8
2007,"CA, San Joaquin",6077,"Human infections and non-human activity",10,2,3,"CA",53.8
2007,"CA, San Luis Obispo",6079,"Non-human activity",0,0,0,"CA",53.8
2007,"CA, San Mateo",6081,"Non-human activity",0,0,0,"CA",53.8
2007,"CA, Santa Barbara",6083,"Non-human activity",0,0,0,"CA",53.8
2007,"CA, Santa Clara",6085,"Human infections and non-human activity",4,1,0,"CA",53.8
2007,"CA, Santa Cruz",6087,"Non-human activity",0,0,0,"CA",53.8
2007,"CA, Shasta",6089,"Human infections and non-human activity",9,4,1,"CA",53.8
2007,"CA, Siskiyou",6093,"Non-human activity",0,0,0,"CA",53.8
2007,"CA, Solano",6095,"Human infections and non-human activity",1,1,0,"CA",53.8
2007,"CA, Sonoma",6097,"Human infections and non-human activity",1,1,0,"CA",53.8
2007,"CA, Stanislaus",6099,"Human infections and non-human activity",21,6,3,"CA",53.8
2007,"CA, Sutter",6101,"Human infections and non-human activity",3,1,0,"CA",53.8
2007,"CA, Tehama",6103,"Human infections and non-human activity",4,1,0,"CA",53.8
2007,"CA, Trinity",6105,"Non-human activity",0,0,0,"CA",53.8
2007,"CA, Tulare",6107,"Human infections and non-human activity",10,4,0,"CA",53.8
2007,"CA, Tuolumne",6109,"Non-human activity",0,0,0,"CA",53.8
2007,"CA, Ventura",6111,"Human infections and non-human activity",1,0,0,"CA",53.8
2007,"CA, Yolo",6113,"Human infections and non-human activity",2,0,0,"CA",53.8
2007,"CA, Yuba",6115,"Non-human activity",0,0,0,"CA",53.8
2007,"CO, Adams",8001,"Human infections and non-human activity",31,4,0,"CO",53.8
2007,"CO, Alamosa",8003,"Non-human activity",0,0,0,"CO",53.8
2007,"CO, Arapahoe",8005,"Human infections and non-human activity",18,3,2,"CO",53.8
2007,"CO, Baca",8009,"Human infections",1,1,0,"CO",53.8
2007,"CO, Bent",8011,"Human infections",4,2,0,"CO",53.8
2007,"CO, Boulder",8013,"Human infections and non-human activity",95,17,4,"CO",53.8
2007,"CO, Broomfield",8014,"Human infections and non-human activity",11,1,0,"CO",53.8
2007,"CO, Cheyenne",8017,"Human infections",2,0,0,"CO",53.8
2007,"CO, Crowley",8025,"Human infections",1,1,0,"CO",53.8
2007,"CO, Custer",8027,"Human infections",1,0,0,"CO",53.8
2007,"CO, Delta",8029,"Human infections and non-human activity",6,2,0,"CO",53.8
2007,"CO, Denver",8031,"Human infections and non-human activity",27,11,0,"CO",53.8
2007,"CO, Douglas",8035,"Human infections and non-human activity",8,1,0,"CO",53.8
2007,"CO, Elbert",8039,"Non-human activity",0,0,0,"CO",53.8
2007,"CO, El Paso",8041,"Human infections and non-human activity",4,0,0,"CO",53.8
2007,"CO, Fremont",8043,"Human infections and non-human activity",14,5,0,"CO",53.8
2007,"CO, Garfield",8045,"Human infections and non-human activity",5,0,0,"CO",53.8
2007,"CO, Huerfano",8055,"Human infections",1,0,0,"CO",53.8
2007,"CO, Jefferson",8059,"Human infections and non-human activity",33,3,2,"CO",53.8
2007,"CO, La Plata",8067,"Human infections and non-human activity",3,0,0,"CO",53.8
2007,"CO, Larimer",8069,"Human infections and non-human activity",94,4,2,"CO",53.8
2007,"CO, Las Animas",8071,"Human infections and non-human activity",2,1,0,"CO",53.8
2007,"CO, Lincoln",8073,"Human infections",3,0,0,"CO",53.8
2007,"CO, Logan",8075,"Human infections and non-human activity",9,0,0,"CO",53.8
2007,"CO, Mesa",8077,"Human infections and non-human activity",37,9,0,"CO",53.8
2007,"CO, Moffat",8081,"Non-human activity",0,0,0,"CO",53.8
2007,"CO, Montezuma",8083,"Human infections",4,1,1,"CO",53.8
2007,"CO, Montrose",8085,"Human infections and non-human activity",3,2,0,"CO",53.8
2007,"CO, Morgan",8087,"Human infections and non-human activity",14,3,0,"CO",53.8
2007,"CO, Otero",8089,"Human infections and non-human activity",10,3,0,"CO",53.8
2007,"CO, Phillips",8095,"Human infections",2,0,0,"CO",53.8
2007,"CO, Prowers",8099,"Human infections and non-human activity",7,0,0,"CO",53.8
2007,"CO, Pueblo",8101,"Human infections and non-human activity",20,4,1,"CO",53.8
2007,"CO, Teller",8119,"Non-human activity",0,0,0,"CO",53.8
2007,"CO, Washington",8121,"Human infections",3,1,0,"CO",53.8
2007,"CO, Weld",8123,"Human infections and non-human activity",98,18,7,"CO",53.8
2007,"CO, Yuma",8125,"Human infections",5,2,1,"CO",53.8
2007,"CT, Fairfield",9001,"Human infections and non-human activity",1,1,0,"CT",53.8
2007,"CT, Hartford",9003,"Human infections and non-human activity",1,1,0,"CT",53.8
2007,"CT, New Haven",9009,"Human infections and non-human activity",2,0,0,"CT",53.8
2007,"DE, Kent",10001,"Non-human activity",0,0,0,"DE",53.8
2007,"DE, New Castle",10003,"Human infections and non-human activity",1,1,0,"DE",53.8
2007,"DE, Sussex",10005,"Non-human activity",0,0,0,"DE",53.8
2007,"DC, Washington",11001,"Non-human activity",0,0,0,"DC",53.8
2007,"FL, Bay",12005,"Human infections and non-human activity",2,2,0,"FL",53.8
2007,"FL, Duval",12031,"Non-human activity",0,0,0,"FL",53.8
2007,"FL, Escambia",12033,"Non-human activity",0,0,0,"FL",53.8
2007,"FL, Gulf",12045,"Non-human activity",0,0,0,"FL",53.8
2007,"FL, Orange",12095,"Non-human activity",0,0,0,"FL",53.8
2007,"FL, Palm Beach",12099,"Non-human activity",0,0,0,"FL",53.8
2007,"FL, Pinellas",12103,"Human infections",1,1,0,"FL",53.8
2007,"FL, Putnam",12107,"Non-human activity",0,0,0,"FL",53.8
2007,"FL, St Johns",12109,"Non-human activity",0,0,0,"FL",53.8
2007,"FL, Walton",12131,"Non-human activity",0,0,0,"FL",53.8
2007,"GA, Bibb",13021,"Human infections",3,3,0,"GA",53.8
2007,"GA, Chatham",13051,"Non-human activity",0,0,0,"GA",53.8
2007,"GA, Cherokee",13057,"Human infections",1,0,0,"GA",53.8
2007,"GA, Clarke",13059,"Human infections",1,0,0,"GA",53.8
2007,"GA, Clayton",13063,"Human infections and non-human activity",1,1,0,"GA",53.8
2007,"GA, Cobb",13067,"Human infections and non-human activity",5,2,0,"GA",53.8
2007,"GA, Columbia",13073,"Human infections",1,1,0,"GA",53.8
2007,"GA, Crisp",13081,"Human infections",1,1,1,"GA",53.8
2007,"GA, De Kalb",13089,"Human infections and non-human activity",4,1,0,"GA",53.8
2007,"GA, Dougherty",13095,"Human infections",1,1,0,"GA",53.8
2007,"GA, Douglas",13097,"Human infections",0,0,1,"GA",53.8
2007,"GA, Fulton",13121,"Human infections and non-human activity",9,5,1,"GA",53.8
2007,"GA, Gwinnett",13135,"Human infections and non-human activity",3,0,0,"GA",53.8
2007,"GA, Habersham",13137,"Human infections",2,0,0,"GA",53.8
2007,"GA, Hall",13139,"Human infections",1,0,0,"GA",53.8
2007,"GA, Henry",13151,"Human infections and non-human activity",2,0,0,"GA",53.8
2007,"GA, Johnson",13167,"Human infections",1,1,0,"GA",53.8
2007,"GA, Miller",13201,"Human infections",2,0,0,"GA",53.8
